menu,price,genre,name,adress,tel,lat,lng,url
シャルドネ〈チリ/辛口〉,528,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
グリッロ〈イタリア/辛口〉,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
リースリング〈フランス/辛口〉,968,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
【上級】俺の白,1099,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
【上級】俺の白,1408,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
俺の赤　グランボー・カベルネ〈フランス/ミディアムボディ〉,748,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
カベルネソーヴィニヨン〈チリ/ミディアムボディ〉,528,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
グルナッシュ〈フランス/ライトボディ〉,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
シラー〈フランス/フルボディ〉,968,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
【上級】俺の赤,1099,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
【上級】俺の赤,1408,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
【上級】俺の赤,1628,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
デザートワイン,748,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ブランデー,858,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「俺の泡 白」　ロリマー・ブリュット〈オーストラリア//辛口〉,2750,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「俺の泡 ロゼ」ロリマー・ロゼ〈オーストラリア/辛口〉,2750,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「私の泡」ミ・モスカテル〈スペイン/甘口〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
シャトー・ド・ロレ　クレマン・ド・ロワール〈フランス/辛口〉,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
カステリ　チェックメイト〈オーストラリア/辛口〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
カデルボスコ　フランチャコルタ　キュベ　プレステージ〈イタリア/辛口〉,5478,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「俺のシャンパン」〈フランス/辛口〉,6578,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「俺のシャンパン上級」〈フランス/辛口〉,8778,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「俺の白」フルール・ド・シャルロット〈フランス〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ビカール　オーチョ　ソーヴィニヨンブラン〈チリ〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
オルテンセ　ビアンコ〈イタリア〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
レア　ヴィンヤーズ　シャルドネ〈フランス〉,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
フナロ　ガットビアンコ〈イタリア〉　,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
コルパッソ　ピノグリージョ〈イタリア〉,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
プロヴィーマ　マテルガ　リゼルヴァ〈イタリア〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ピエール　リュルトン　ボルドーブラン〈フランス〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ガコン　モワンジョン　ブルゴーニュブラン〈フランス〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
マルセルダイス　エンゲルガルデン　プルミエクリュ〈フランス〉,6578,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ドメーヌ　ベルテルモ　ピュリニ　モンラッシェ　レブロン〈フランス〉,7678,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
「俺の赤」グランボー　カベルネ・メルロー〈フランス〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ヴィニュロン ド ラングラーヴ クール デ メディティラネ​〈フランス〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
オルテンセ　ロッソ〈イタリア〉,2178,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
トレネル　フィス　ボージョレ　ヴィラージュ　〈フランス〉,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
フナロ　ガット　ネロ〈イタリア〉,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ユーロヴァン　ジュール　ドーミエ　カベルネ〈フランス〉,3278,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ウゴリーニ　ヴァルポリチェッラ　クラシコ〈イタリア〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
メリーニ　ラ　セルヴァネッラ​　キャンティ　クラシコ　リセルヴァ〈イタリア〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
シャトー　ラネッサン〈フランス〉,4378,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ドメーヌ　ジャン　ギトン　 サヴィニ　レ　ボーヌ　1er〈フランス〉,5478,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ラール　ワインズ​　サンソー​〈南アフリカ〉,5478,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
アランブリュモン　シャトー　モンテュス〈フランス〉,5478,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ドメーヌ マシャール ド グラモン ジュブレ シャンベルダン プレソニエール〈フランス〉,7678,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
シャトー　ダルマイヤック〈フランス〉,9878,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ダックホーン　カベルネソーヴィニヨン〈カリフォルニア〉,10978,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ザ・プレミアムモルツ生,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
俺のエール（瓶ビール330ml）,968,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
シャンディガフ,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
オールフリー,528,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
サントリー角（シングル）,528,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ジョニーウォーカー ブラックラベル12年（シングル）,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
俺のサングリア〈赤or白〉,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
キティ,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
オペレーター,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
俺のモヒート,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
カシス（オレンジ/ソーダ/ウーロン）,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ジン・ウォッカ・ラム・テキーラ〈各種カクテル〉,638,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
アラン・ミリア　白ぶどうジュース〈フランス〉,855,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
アラン・ミリア　赤ぶどうジュース〈フランス〉,855,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ノンアルコールスパークリング　ブドウ〈フランス〉,748,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ペリエ330ml,550,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ブラッドオレンジジュース,495,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
マンゴージュース,495,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
黒烏龍茶,495,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
ジンジャエール,474,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
コーラ,474,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
コーヒー〈ice/hot〉,474,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
紅茶〈ice/hot〉,474,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
エスプレッソ,474,フレンチ、ビストロ、ステーキ,俺のフレンチ 梅田,大阪府 大阪市北区 小松原町 1-7 ミスターりんビル 1F,06-6360-9405,34.7021835,135.500852,https://tabelog.com/osaka/A2701/A270101/27092618/dtlmenu/drink/
【飲み物 お品書き】,2200,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
杏露酒（アンズ酒）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
茘枝酒（ライチ酒）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
林檎酒（リンゴ酒）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
檸檬酒（レモン酒）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
桂花陳酒（キンモクセイ酒）,825,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《桂花陳酒ベース》チャイニーズ・ワインクーラー,935,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《桂花陳酒ベース》サン・ツォン・ジン・グァン,935,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
塔牌・陳五年＜カメ出し＞（グラス/120ml）,770,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
紹興貴酒 5年（640ml）,4180,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
紹興貴酒 8年（640ml）,4950,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
塔牌特撰紹興酒＜陳八年＞（600ml）,4708,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《生ビール》アサヒ スーパードライ（小）,528,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《生ビール》アサヒ スーパードライ（中）,748,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《瓶ビール》アサヒ スーパードライ（中瓶/500ml）,770,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《瓶ビール》アサヒ プレミアムビール “熟選”（中瓶/500ml）,990,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《瓶ビール》青島ビール（小瓶/330ml）,726,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《 ビアテイスト飲料 》キリン 零ICHI（小瓶/334ml）,660,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《芋》黒霧島（くろきりしま）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《芋》焼き芋 鬼火（おにび）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《芋》白金乃露（しらかねのつゆ）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《麦》一番札,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
《麦》樽蔵（たるくら）,737,中華料理、広東料理、餃子,広東料理 民生 ヒルトンプラザウエスト店,大阪府 大阪市北区 梅田 2-2-2 ヒルトンプラザウエスト  B2F,050-5570-0315,34.6999702,135.4952544,https://tabelog.com/osaka/A2701/A270101/27006463/dtlmenu/drink/
