drink_name,drink_price,restaurant_genre,restaurant_name,restaurant_address,restaurant_tel,restaurant_latitude,restaurant_longitude,restaurant_url
ペアリングワインコース,,イ・タ・リ・ア・ン・、・ワ・イ・ン・バ・ー・、・ビ・ス・ト・ロ,nitro,大阪府 大阪市北区 曽根崎 1-6-10,050-5589-1088,34.6993912,135.5036545,https://tabelog.com/osaka/A2701/A270101/27107373/dtlmenu/drink/
一口ペアリングワインコース,,イ・タ・リ・ア・ン・、・ワ・イ・ン・バ・ー・、・ビ・ス・ト・ロ,nitro,大阪府 大阪市北区 曽根崎 1-6-10,050-5589-1088,34.6993912,135.5036545,https://tabelog.com/osaka/A2701/A270101/27107373/dtlmenu/drink/
備考,,イ・タ・リ・ア・ン・、・ワ・イ・ン・バ・ー・、・ビ・ス・ト・ロ,nitro,大阪府 大阪市北区 曽根崎 1-6-10,050-5589-1088,34.6993912,135.5036545,https://tabelog.com/osaka/A2701/A270101/27107373/dtlmenu/drink/
ピノ・シャルドネ,,ビ・ス・ト・ロ・、・イ・タ・リ・ア・ン・、・ハ・ン・バ・ー・グ,ノワ・ド・ココ,大阪府 大阪市北区 本庄東 2-5-32,050-5457-5704,34.7125427,135.5087052,https://tabelog.com/osaka/A2701/A270103/27003514/dtlmenu/drink/
モエ・エ・シャンドン,,ビ・ス・ト・ロ・、・イ・タ・リ・ア・ン・、・ハ・ン・バ・ー・グ,ノワ・ド・ココ,大阪府 大阪市北区 本庄東 2-5-32,050-5457-5704,34.7125427,135.5087052,https://tabelog.com/osaka/A2701/A270103/27003514/dtlmenu/drink/
ベーレンアウスレーゼ,,ビ・ス・ト・ロ・、・イ・タ・リ・ア・ン・、・ハ・ン・バ・ー・グ,ノワ・ド・ココ,大阪府 大阪市北区 本庄東 2-5-32,050-5457-5704,34.7125427,135.5087052,https://tabelog.com/osaka/A2701/A270103/27003514/dtlmenu/drink/
［10～12月のおすすめ］フレッシュフルーツカクテル,2200,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
［数量限定］開業39周年記念 グラスウイスキーフェア,3900,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
［2022年 クリスマスカクテル］ローズガーデン,2400,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
"ショートカクテル：￥1,500～",,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
"ロングカクテル：￥1,400～",,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
ウイスキー,,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
ソフトドリンク,,バ・ー・、・ラ・ウ・ン・ジ,バー サンドバンク,大阪府 大阪市北区 梅田 3-1-1 ホテルグランヴィア大阪  19F,,34.701726,135.4963754,https://tabelog.com/osaka/A2701/A270101/27002075/dtlmenu/drink/
瓶ビール,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
梅酒,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
焼酎,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
日本酒,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
ソフトドリンク,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
シャンパン,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
白,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
赤,,割・烹・・・小・料・理・、・寿・司・、・懐・石・・・会・席・料・理,ふじ原,大阪府 大阪市北区 曽根崎新地 1-9-3 池辺ビル B1F,050-5570-6352,34.6976272,135.4994988,https://tabelog.com/osaka/A2701/A270101/27078455/dtlmenu/drink/
プラス90円で、各種ソーダ割りできます。,,寿・司・、・居・酒・屋・、・魚・介・料・理・・・海・鮮・料・理,亀すし 総本店,大阪府 大阪市北区 曽根崎 2-14-2,050-5869-3144,34.7009203,135.5015609,https://tabelog.com/osaka/A2701/A270101/27001919/dtlmenu/drink/
サワー・カクテル,,居・酒・屋・、・魚・介・料・理・・・海・鮮・料・理・、・鍋・（・そ・の・他・）,近畿大学水産研究所 グランフロント大阪店,大阪府 大阪市北区 大深町 3-1 グランフロント大阪 北館 6F,050-5594-2613,34.7053446,135.4945926,https://tabelog.com/osaka/A2701/A270101/27072530/dtlmenu/drink/
ハイボール,,居・酒・屋・、・魚・介・料・理・・・海・鮮・料・理・、・鍋・（・そ・の・他・）,近畿大学水産研究所 グランフロント大阪店,大阪府 大阪市北区 大深町 3-1 グランフロント大阪 北館 6F,050-5594-2613,34.7053446,135.4945926,https://tabelog.com/osaka/A2701/A270101/27072530/dtlmenu/drink/
ソフトドリンク,,居・酒・屋・、・魚・介・料・理・・・海・鮮・料・理・、・鍋・（・そ・の・他・）,近畿大学水産研究所 グランフロント大阪店,大阪府 大阪市北区 大深町 3-1 グランフロント大阪 北館 6F,050-5594-2613,34.7053446,135.4945926,https://tabelog.com/osaka/A2701/A270101/27072530/dtlmenu/drink/
南高梅酒,300,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
黒霧島(芋),400,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
それから(麦),350,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
それから(芋),350,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
プレミアムモルツグラスビール,250,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
プレミアムモルツ中ジョッキ,450,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
プレミアムモルツ小瓶,350,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
プレミアムモルツ中瓶,500,丼・も・の・（・そ・の・他・）・、・鍋・（・そ・の・他・）・、・豚・料・理,豚々亭,大阪府 大阪市北区 梅田 1-2-2 大阪駅前第2ビル  B2F,,34.6989342,135.4979539,https://tabelog.com/osaka/A2701/A270101/27004722/dtlmenu/drink/
アサヒスーパードライビール(中瓶),500,丼・も・の・（・そ・の・他・）・、・定・食・・・食・堂・、・豚・料・理,大阪トンテキ 大阪駅前第３ビル店,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B1F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27054529/dtlmenu/drink/
ALL ３２０円,,お・好・み・焼・き・、・居・酒・屋・、・鉄・板・焼・き,お好み焼 ゆかり 曽根崎本店,大阪府 大阪市北区 曽根崎 2-14-13,050-5594-4627,34.7009106,135.500539,https://tabelog.com/osaka/A2701/A270101/27001885/dtlmenu/drink/
カールスバーグ生ジョッキ　,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
ミチェラーダ　お好みのビール+165円,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
ワイン（赤・白）,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
ライムマルガリータ,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
ストロベリーマルガリータ,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
マンゴーマルガリータ,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
ココナッツミルクマルガリータ,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
メキシカンスタイルで！,,メ・キ・シ・コ・料・理・、・居・酒・屋・、・焼・鳥,墨国回転鶏料理 天満店,大阪府 大阪市北区 池田町 8-4,050-5868-5965,34.7069705,135.5131622,https://tabelog.com/osaka/A2701/A270103/27011009/dtlmenu/drink/
プレミアム モルツ生 中,550,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
プレミアム モルツ生 小	,450,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
チューハイ,480,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
ノンアルコールビール オールフリー,450,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
コーラフロート,450,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
クリームソーダ,450,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
オレンジジュース,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
メロンソーダ,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
ジンジャーエール,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
ペプシコーラ,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
ウーロン茶,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
アイスティー,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
ラムネ,380,明・石・焼・き・、・た・こ・焼・き・、・カ・フ・ェ・・・喫・茶・（・そ・の・他・）,ぶぶ亭 阪急三番街店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街  B2F,,34.7059668,135.4984748,https://tabelog.com/osaka/A2701/A270101/27002493/dtlmenu/drink/
.,,バ・イ・キ・ン・グ・、・パ・ス・タ・、・ス・テ・ー・キ,リモネ,大阪府 大阪市北区 中之島 5-3-68 リーガロイヤルホテル  ウエストウイング 1F,050-5868-2981,34.690167,135.48734,https://tabelog.com/osaka/A2701/A270108/27058527/dtlmenu/drink/
生ビール（中／小）,,韓・国・料・理・、・焼・肉・、・ホ・ル・モ・ン,玉一,大阪府 大阪市北区 池田町 17-4,050-5571-1312,34.7080174,135.5124619,https://tabelog.com/osaka/A2701/A270103/27000527/dtlmenu/drink/
日本酒,,韓・国・料・理・、・焼・肉・、・ホ・ル・モ・ン,玉一,大阪府 大阪市北区 池田町 17-4,050-5571-1312,34.7080174,135.5124619,https://tabelog.com/osaka/A2701/A270103/27000527/dtlmenu/drink/
ダブル,,韓・国・料・理・、・焼・肉・、・ホ・ル・モ・ン,玉一,大阪府 大阪市北区 池田町 17-4,050-5571-1312,34.7080174,135.5124619,https://tabelog.com/osaka/A2701/A270103/27000527/dtlmenu/drink/
ボトル（900ml）,,韓・国・料・理・、・焼・肉・、・ホ・ル・モ・ン,玉一,大阪府 大阪市北区 池田町 17-4,050-5571-1312,34.7080174,135.5124619,https://tabelog.com/osaka/A2701/A270103/27000527/dtlmenu/drink/
グラス（赤／白）,,韓・国・料・理・、・焼・肉・、・ホ・ル・モ・ン,玉一,大阪府 大阪市北区 池田町 17-4,050-5571-1312,34.7080174,135.5124619,https://tabelog.com/osaka/A2701/A270103/27000527/dtlmenu/drink/
ビールベース,,韓・国・料・理・、・焼・肉・、・ホ・ル・モ・ン,玉一,大阪府 大阪市北区 池田町 17-4,050-5571-1312,34.7080174,135.5124619,https://tabelog.com/osaka/A2701/A270103/27000527/dtlmenu/drink/
【 ソフトドリンク 】食べ放題料金に含まれます （飲み放題）,,バ・イ・キ・ン・グ・、・フ・レ・ン・チ・、・ス・テ・ー・キ,グルメバイキング オリンピア,大阪府 大阪市北区 芝田 1-1-35 大阪新阪急ホテル  B1F,050-5570-5110,34.7048993,135.4975376,https://tabelog.com/osaka/A2701/A270101/27003665/dtlmenu/drink/
※ご留意事項,,バ・イ・キ・ン・グ・、・フ・レ・ン・チ・、・ス・テ・ー・キ,グルメバイキング オリンピア,大阪府 大阪市北区 芝田 1-1-35 大阪新阪急ホテル  B1F,050-5570-5110,34.7048993,135.4975376,https://tabelog.com/osaka/A2701/A270101/27003665/dtlmenu/drink/
◆ビール◆,,中・華・料・理・、・ラ・ー・メ・ン・、・上・海・料・理,紫微星,大阪府 大阪市北区 天神橋 4-12-27,050-5872-5010,34.7055185,135.5119368,https://tabelog.com/osaka/A2701/A270103/27004477/dtlmenu/drink/
◆紹興酒◆,,中・華・料・理・、・ラ・ー・メ・ン・、・上・海・料・理,紫微星,大阪府 大阪市北区 天神橋 4-12-27,050-5872-5010,34.7055185,135.5119368,https://tabelog.com/osaka/A2701/A270103/27004477/dtlmenu/drink/
紹興酒３年,,中・華・料・理・、・ラ・ー・メ・ン・、・上・海・料・理,紫微星,大阪府 大阪市北区 天神橋 4-12-27,050-5872-5010,34.7055185,135.5119368,https://tabelog.com/osaka/A2701/A270103/27004477/dtlmenu/drink/
◆焼酎◆,,中・華・料・理・、・ラ・ー・メ・ン・、・上・海・料・理,紫微星,大阪府 大阪市北区 天神橋 4-12-27,050-5872-5010,34.7055185,135.5119368,https://tabelog.com/osaka/A2701/A270103/27004477/dtlmenu/drink/
キリン生ビール,473,天・ぷ・ら,天ぷらまきの 梅田店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街南館 2F,,34.7042385,135.4984654,https://tabelog.com/osaka/A2701/A270101/27094609/dtlmenu/drink/
キリンクラシックラガー中瓶,583,天・ぷ・ら,天ぷらまきの 梅田店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街南館 2F,,34.7042385,135.4984654,https://tabelog.com/osaka/A2701/A270101/27094609/dtlmenu/drink/
ノンアルコールビール,429,天・ぷ・ら,天ぷらまきの 梅田店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街南館 2F,,34.7042385,135.4984654,https://tabelog.com/osaka/A2701/A270101/27094609/dtlmenu/drink/
ブラックニッカ　ハイボール,429,天・ぷ・ら,天ぷらまきの 梅田店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街南館 2F,,34.7042385,135.4984654,https://tabelog.com/osaka/A2701/A270101/27094609/dtlmenu/drink/
身体すこやか茶,275,天・ぷ・ら,天ぷらまきの 梅田店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街南館 2F,,34.7042385,135.4984654,https://tabelog.com/osaka/A2701/A270101/27094609/dtlmenu/drink/
オレンジジュース,275,天・ぷ・ら,天ぷらまきの 梅田店,大阪府 大阪市北区 芝田 1-1-3 阪急三番街南館 2F,,34.7042385,135.4984654,https://tabelog.com/osaka/A2701/A270101/27094609/dtlmenu/drink/
◆ソフトドリンク（ビュッフェ料金に含まれます）,,バ・イ・キ・ン・グ・、・ス・テ・ー・キ・、・居・酒・屋,ビュッフェ＆カフェレストラン ナイト＆デイ,大阪府 大阪市北区 茶屋町 19-19 ホテル阪急インターナショナル 1F,050-5570-0998,34.7084962,135.498605,https://tabelog.com/osaka/A2701/A270101/27002517/dtlmenu/drink/
※メニュー内容や営業状況など予告なく変更する場合があります。,,バ・イ・キ・ン・グ・、・ス・テ・ー・キ・、・居・酒・屋,ビュッフェ＆カフェレストラン ナイト＆デイ,大阪府 大阪市北区 茶屋町 19-19 ホテル阪急インターナショナル 1F,050-5570-0998,34.7084962,135.498605,https://tabelog.com/osaka/A2701/A270101/27002517/dtlmenu/drink/
ブルーマウンテンＮＯ．１(ジャマイカ産),1200,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
ブルーマウンテン”ハイマウンテン”（ジャマイカ産）,620,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
ハワイ・コナＮＯ．１（ハワイ産）,580,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
エチオピア・ハラリ（エチオピア産）,500,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
タンザニアＡＡ（タンザニア産）,500,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
コロンビア・マラゴジーペ（コロンビア産）,520,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
コロンビア・スプレモ（コロンビア産）,480,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
トラジャ・カロシ（インドネシア・スラウェシ島産）,680,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
ブラジルサントスＮＯ．２スクリーン１８（ブラジル産）,580,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
スマトラ・マンデリン G-1（インドネシア・スマトラ島産）,480,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
グァテマラＳＨＢ（グァテマラ・アンティグア産）,520,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
ジャワ・ロブスタ（インドネシア・ジャワ島産）,480,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
オリジナル・ブレンドコーヒー,400,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
ツーカップ・コーヒー,450,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
プレミアム・ブレンドコーヒー,480,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
アメリカン・ブレンドコーヒー,420,カ・フ・ェ・、・サ・ン・ド・イ・ッ・チ・、・ケ・ー・キ,珈琲店 スパニョラ,大阪府 大阪市北区 梅田 1-1-3 大阪駅前第3ビル  B2F,,34.6988257,135.4992804,https://tabelog.com/osaka/A2701/A270101/27010558/dtlmenu/drink/
